"Finished Good Code","Subcomponent Code","Subcomponent Quantity","Subcomponent Unit of Measure","Finished Good Quantity","Finished Good Unit of Measure","Position","Substitute For","Priority","Optional"
"GCC40485","GCC0500","0.01020","eaches","1.00000","cases","1","","","false"
"GCC40485","GCC100675","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40485","GCC101777","12.00000","eaches","1.00000","cases","3","","","false"
"GCC40485","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40485","GCC3737","0.00240","eaches","1.00000","cases","5","","","false"
"GCC40485","GCC77079","0.28800","cases","1.00000","cases","6","","","false"
"GCC40494","GCC0500","0.12500","eaches","1.00000","cases","1","","","false"
"GCC40494","GCC101162","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40494","GCC101169","3.00000","eaches","1.00000","cases","3","","","false"
"GCC40494","GCC101170","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40494","GCC101171","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40494","GCC101184","1.00000","eaches","1.00000","cases","6","","","false"
"GCC40494","GCC101212","1.00000","eaches","1.00000","cases","7","","","false"
"GCC40494","GCC101213","1.00000","eaches","1.00000","cases","8","","","false"
"GCC40494","GCC101214","1.00000","eaches","1.00000","cases","9","","","false"
"GCC40494","GCC101267","2.00000","eaches","1.00000","cases","10","","","false"
"GCC40494","GCC101940","1.00000","eaches","1.00000","cases","11","","","false"
"GCC40494","GCC1706","2.00000","eaches","1.00000","cases","12","","","false"
"GCC40494","GCC61864","6.00000","cases","1.00000","cases","13","","","false"
"GCC40494","GCC61866","4.00000","cases","1.00000","cases","14","","","false"
"GCC40494","GCC62560","2.00000","cases","1.00000","cases","15","","","false"
"GCC40498","GCC0500","0.03330","eaches","1.00000","cases","1","","","false"
"GCC40498","GCC100825","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40498","GCC100826","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40498","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40498","GCC40241","0.50000","cases","1.00000","cases","5","","","false"
"GCC40498","GCC40243","0.50000","cases","1.00000","cases","6","","","false"
"GCC40498","GCC62374","0.33330","cases","1.00000","cases","7","","","false"
"GCC40498","GCC62376","0.33330","cases","1.00000","cases","8","","","false"
"GCC40498","GCC62571","0.33330","cases","1.00000","cases","9","","","false"
"GCC40502","GCC0500","0.01020","eaches","1.00000","cases","1","","","false"
"GCC40502","GCC102166","12.00000","eaches","1.00000","cases","2","","","false"
"GCC40502","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40502","GCC3353","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40502","GCC3737","0.00240","eaches","1.00000","cases","5","","","false"
"GCC40502","GCC77093","0.24000","cases","1.00000","cases","6","","","false"
"GCC40502","GCC8285","0.04080","eaches","1.00000","cases","7","","","false"
"GCC40504","GCC0500","0.01020","eaches","1.00000","cases","1","","","false"
"GCC40504","GCC100741","12.00000","eaches","1.00000","cases","2","","","false"
"GCC40504","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40504","GCC3353","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40504","GCC3737","0.00240","eaches","1.00000","cases","5","","","false"
"GCC40504","GCC75975","0.24000","cases","1.00000","cases","6","","","false"
"GCC40504","GCC8285","0.04080","eaches","1.00000","cases","7","","","false"
"GCC40506","GCC1706","2.00000","eaches","1.00000","cases","1","","","false"
"GCC40506","GCC2513","4.00000","eaches","1.00000","cases","2","","","false"
"GCC40506","GCC2618","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40506","GCC3771","4.00000","eaches","1.00000","cases","4","","","false"
"GCC40506","GCC70177","14.00000","cases","1.00000","cases","5","","","false"
"GCC40506","GCC70178","14.00000","cases","1.00000","cases","6","","","false"
"GCC40506","GCC7754","4.00000","eaches","1.00000","cases","7","","","false"
"GCC40506","GCC8516","1.00000","eaches","1.00000","cases","8","","","false"
"GCC40526","GCC100403","1.00000","eaches","1.00000","cases","1","","","false"
"GCC40526","GCC2838","0.01330","eaches","1.00000","cases","2","","","false"
"GCC40526","GCC3241","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40526","GCC61526","1.00000","cases","1.00000","cases","4","","","false"
"GCC40526","GCC8285","0.00890","eaches","1.00000","cases","5","","","false"
"GCC40562","GCC0500","0.01020","eaches","1.00000","cases","1","","","false"
"GCC40562","GCC102572","12.00000","eaches","1.00000","cases","2","","","false"
"GCC40562","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40562","GCC3737","0.00240","eaches","1.00000","cases","4","","","false"
"GCC40562","GCC6089","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40562","GCC73049","0.28920","cases","1.00000","cases","6","","","false"
"GCC40562","GCC8285","0.04100","eaches","1.00000","cases","7","","","false"
"GCC40605","GCC0500","0.00560","eaches","1.00000","cases","1","","","false"
"GCC40605","GCC101411","24.00000","eaches","1.00000","cases","2","","","false"
"GCC40605","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40605","GCC3737","0.00240","eaches","1.00000","cases","4","","","false"
"GCC40605","GCC4443","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40605","GCC4943","1.00000","eaches","1.00000","cases","6","","","false"
"GCC40605","GCC73048","0.09600","cases","1.00000","cases","7","","","false"
"GCC40607","GCC0500","0.01330","eaches","1.00000","cases","1","","","false"
"GCC40607","GCC100611","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40607","GCC100612","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40607","GCC101408","12.00000","eaches","1.00000","cases","4","","","false"
"GCC40607","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40607","GCC3737","0.00240","eaches","1.00000","cases","6","","","false"
"GCC40607","GCC73048","0.28800","cases","1.00000","cases","7","","","false"
"GCC40608","GCC0500","0.01020","eaches","1.00000","cases","1","","","false"
"GCC40608","GCC101409","12.00000","eaches","1.00000","cases","2","","","false"
"GCC40608","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40608","GCC3737","0.00240","eaches","1.00000","cases","4","","","false"
"GCC40608","GCC6028","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40608","GCC73048","0.33600","cases","1.00000","cases","6","","","false"
"GCC40608","GCC8285","0.04080","eaches","1.00000","cases","7","","","false"
"GCC40609","GCC73048","0.34000","cases","1.00000","cases","1","","","false"
"GCC40609","GCC101410","10.00000","eaches","1.00000","cases","2","","","false"
"GCC40609","GCC0500","0.02080","eaches","1.00000","cases","3","","","false"
"GCC40609","GCC101412","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40609","GCC101413","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40609","GCC1706","2.00000","eaches","1.00000","cases","6","","","false"
"GCC40609","GCC3737","0.00200","eaches","1.00000","cases","7","","","false"
"GCC40616","GCC0500","0.10000","eaches","1.00000","cases","1","","","false"
"GCC40616","GCC100827","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40616","GCC100828","8.00000","eaches","1.00000","cases","3","","","false"
"GCC40616","GCC100829","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40616","GCC40241","0.33330","cases","1.00000","cases","5","","","false"
"GCC40616","GCC40243","0.33330","cases","1.00000","cases","6","","","false"
"GCC40616","GCC40268","0.66670","cases","1.00000","cases","7","","","false"
"GCC40616","GCC40304","0.44440","cases","1.00000","cases","8","","","false"
"GCC40616","GCC5480","5.00000","eaches","1.00000","cases","9","","","false"
"GCC40616","GCC5482","2.00000","eaches","1.00000","cases","10","","","false"
"GCC40616","GCC5483","1.00000","eaches","1.00000","cases","11","","","false"
"GCC40616","GCC5485","1.00000","eaches","1.00000","cases","12","","","false"
"GCC40616","GCC61857","1.33330","cases","1.00000","cases","13","","","false"
"GCC40616","GCC61862","1.33330","cases","1.00000","cases","14","","","false"
"GCC40616","GCC61864","2.00000","cases","1.00000","cases","15","","","false"
"GCC40616","GCC61866","1.33330","cases","1.00000","cases","16","","","false"
"GCC40616","GCC61867","0.66670","cases","1.00000","cases","17","","","false"
"GCC40616","GCC61868","0.66670","cases","1.00000","cases","18","","","false"
"GCC40616","GCC62303","0.66670","cases","1.00000","cases","19","","","false"
"GCC40616","GCC62374","0.22220","cases","1.00000","cases","20","","","false"
"GCC40616","GCC62376","0.22220","cases","1.00000","cases","21","","","false"
"GCC40619","GCC0500","0.16670","eaches","1.00000","cases","1","","","false"
"GCC40619","GCC1706","2.00000","eaches","1.00000","cases","2","","","false"
"GCC40619","GCC40241","0.83330","cases","1.00000","cases","3","","","false"
"GCC40619","GCC40243","0.83330","cases","1.00000","cases","4","","","false"
"GCC40619","GCC40268","0.83330","cases","1.00000","cases","5","","","false"
"GCC40619","GCC4852","4.00000","eaches","1.00000","cases","6","","","false"
"GCC40619","GCC5387","8.00000","eaches","1.00000","cases","7","","","false"
"GCC40619","GCC5830","1.00000","eaches","1.00000","cases","8","","","false"
"GCC40619","GCC5831","1.00000","eaches","1.00000","cases","9","","","false"
"GCC40619","GCC5832","1.00000","eaches","1.00000","cases","10","","","false"
"GCC40619","GCC5833","5.00000","eaches","1.00000","cases","11","","","false"
"GCC40619","GCC6007","1.00000","eaches","1.00000","cases","12","","","false"
"GCC40619","GCC61862","1.66670","cases","1.00000","cases","13","","","false"
"GCC40619","GCC61864","4.16670","cases","1.00000","cases","14","","","false"
"GCC40619","GCC61866","3.33330","cases","1.00000","cases","15","","","false"
"GCC40619","GCC61868","2.50000","cases","1.00000","cases","16","","","false"
"GCC40619","GCC62303","3.33300","cases","1.00000","cases","17","","","false"
"GCC40619","GCC62374","1.11110","cases","1.00000","cases","18","","","false"
"GCC40619","GCC62376","0.55560","cases","1.00000","cases","19","","","false"
"GCC40622","GCC0500","0.02500","eaches","1.00000","cases","1","","","false"
"GCC40622","GCC100300","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40622","GCC100301","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40622","GCC100835","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40622","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40622","GCC60721","1.00000","cases","1.00000","cases","6","","","false"
"GCC40622","GCC60725","1.00000","cases","1.00000","cases","7","","","false"
"GCC40622","GCC60764","1.00000","cases","1.00000","cases","8","","","false"
"GCC40622","GCC60766","1.00000","cases","1.00000","cases","9","","","false"
"GCC40622","GCC61175","1.00000","cases","1.00000","cases","10","","","false"
"GCC40622","GCC61422","0.75000","cases","1.00000","cases","11","","","false"
"GCC40622","GCC61526","1.00000","cases","1.00000","cases","12","","","false"
"GCC40625","GCC101633","12.00000","eaches","1.00000","cases","1","","","false"
"GCC40625","GCC102700","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40625","GCC3737","0.00240","eaches","1.00000","cases","3","","","false"
"GCC40625","GCC77074","0.24000","cases","1.00000","cases","4","","","false"
"GCC40625","GCC8516","0.01250","eaches","1.00000","cases","5","","","false"
"GCC40627","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40627","GCC101412","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40627","GCC101413","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40627","GCC102355","10.00000","eaches","1.00000","cases","4","","","false"
"GCC40627","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40627","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40627","GCC73037","0.35200","cases","1.00000","cases","7","","","false"
"GCC40628","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40628","GCC101412","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40628","GCC101413","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40628","GCC102313","10.00000","eaches","1.00000","cases","4","","","false"
"GCC40628","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40628","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40628","GCC73038","0.35200","cases","1.00000","cases","7","","","false"
"GCC40632","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40632","GCC101412","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40632","GCC101413","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40632","GCC102149","10.00000","eaches","1.00000","cases","4","","","false"
"GCC40632","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40632","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40632","GCC77074","0.12000","cases","1.00000","cases","7","","","false"
"GCC40632","GCC77075","0.10000","cases","1.00000","cases","8","","","false"
"GCC40632","GCC77076","0.10000","cases","1.00000","cases","9","","","false"
"GCC40633","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40633","GCC101352","10.00000","eaches","1.00000","cases","2","","","false"
"GCC40633","GCC101412","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40633","GCC101413","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40633","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40633","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40633","GCC70077","0.07400","cases","1.00000","cases","7","","","false"
"GCC40633","GCC76010","0.14000","cases","1.00000","cases","8","","","false"
"GCC40633","GCC76931","0.14000","cases","1.00000","cases","9","","","false"
"GCC40634","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40634","GCC101345","10.00000","eaches","1.00000","cases","2","","","false"
"GCC40634","GCC101412","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40634","GCC101413","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40634","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40634","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40634","GCC70056","0.07400","cases","1.00000","cases","7","","","false"
"GCC40634","GCC73037","0.11100","cases","1.00000","cases","8","","","false"
"GCC40634","GCC76835","0.16000","cases","1.00000","cases","9","","","false"
"GCC40635","GCC0500","0.00860","eaches","1.00000","cases","1","","","false"
"GCC40635","GCC101433","3.00000","eaches","1.00000","cases","2","","","false"
"GCC40635","GCC101884","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40635","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40635","GCC3737","0.00060","eaches","1.00000","cases","5","","","false"
"GCC40635","GCC70077","0.03900","cases","1.00000","cases","6","","","false"
"GCC40635","GCC73037","0.03900","cases","1.00000","cases","7","","","false"
"GCC40635","GCC76010","0.06000","cases","1.00000","cases","8","","","false"
"GCC40635","GCC76931","0.04800","cases","1.00000","cases","9","","","false"
"GCC40636","GCC0500","0.00860","eaches","1.00000","cases","1","","","false"
"GCC40636","GCC102312","3.00000","eaches","1.00000","cases","2","","","false"
"GCC40636","GCC102696","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40636","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40636","GCC3737","0.00060","eaches","1.00000","cases","5","","","false"
"GCC40636","GCC73037","0.09990","cases","1.00000","cases","6","","","false"
"GCC40636","GCC73038","0.07770","cases","1.00000","cases","7","","","false"
"GCC40640","GCC0500","0.00890","eaches","1.00000","cases","1","","","false"
"GCC40640","GCC102371","4.00000","eaches","1.00000","cases","2","","","false"
"GCC40640","GCC102699","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40640","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40640","GCC3737","0.00080","eaches","1.00000","cases","5","","","false"
"GCC40640","GCC73101","0.20440","cases","1.00000","cases","6","","","false"
"GCC40641","GCC0500","0.01110","eaches","1.00000","cases","1","","","false"
"GCC40641","GCC100930","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40641","GCC100931","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40641","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40641","GCC61422","2.62500","cases","1.00000","cases","5","","","false"
"GCC40642","GCC0500","0.00560","eaches","1.00000","cases","1","","","false"
"GCC40642","GCC101369","24.00000","eaches","1.00000","cases","2","","","false"
"GCC40642","GCC101882","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40642","GCC101883","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40642","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40642","GCC3737","0.00240","eaches","1.00000","cases","6","","","false"
"GCC40642","GCC73037","0.08880","cases","1.00000","cases","7","","","false"
"GCC40643","GCC0500","0.02380","eaches","1.00000","cases","1","","","false"
"GCC40643","GCC100173","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40643","GCC100174","3.00000","eaches","1.00000","cases","3","","","false"
"GCC40643","GCC100175","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40643","GCC100907","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40643","GCC1706","2.00000","eaches","1.00000","cases","6","","","false"
"GCC40643","GCC2565","1.00000","eaches","1.00000","cases","7","","","false"
"GCC40643","GCC2817","1.00000","eaches","1.00000","cases","8","","","false"
"GCC40643","GCC60721","0.50000","cases","1.00000","cases","9","","","false"
"GCC40643","GCC60725","0.50000","cases","1.00000","cases","10","","","false"
"GCC40643","GCC60764","0.83330","cases","1.00000","cases","11","","","false"
"GCC40643","GCC61174","0.50000","cases","1.00000","cases","12","","","false"
"GCC40643","GCC61175","0.50000","cases","1.00000","cases","13","","","false"
"GCC40643","GCC61526","0.41670","cases","1.00000","cases","14","","","false"
"GCC40643","GCC62208","0.50000","cases","1.00000","cases","15","","","false"
"GCC40643","GCC7956","2.00000","eaches","1.00000","cases","16","","","false"
"GCC40650","GCC0500","0.00650","eaches","1.00000","cases","1","","","false"
"GCC40650","GCC100617","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40650","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40650","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40650","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40650","GCC76010","0.19200","cases","1.00000","cases","6","","","false"
"GCC40650","GCC8219","0.02580","eaches","1.00000","cases","7","","","false"
"GCC40652","GCC0500","0.06450","eaches","1.00000","cases","1","","","false"
"GCC40652","GCC100618","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40652","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40652","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40652","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40652","GCC76850","0.19200","cases","1.00000","cases","6","","","false"
"GCC40652","GCC8219","0.02580","eaches","1.00000","cases","7","","","false"
"GCC40654","GCC0500","0.00650","eaches","1.00000","cases","1","","","false"
"GCC40654","GCC100619","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40654","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40654","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40654","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40654","GCC76010","0.07200","cases","1.00000","cases","6","","","false"
"GCC40654","GCC76090","0.06000","cases","1.00000","cases","7","","","false"
"GCC40654","GCC76850","0.06000","cases","1.00000","cases","8","","","false"
"GCC40654","GCC8219","0.02580","eaches","1.00000","cases","9","","","false"
"GCC40656","GCC0500","0.06450","eaches","1.00000","cases","1","","","false"
"GCC40656","GCC100620","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40656","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40656","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40656","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40656","GCC70077","0.05580","cases","1.00000","cases","6","","","false"
"GCC40656","GCC70858","0.05580","cases","1.00000","cases","7","","","false"
"GCC40656","GCC76010","0.07200","cases","1.00000","cases","8","","","false"
"GCC40656","GCC8219","0.02580","eaches","1.00000","cases","9","","","false"
"GCC40658","GCC0500","0.06450","eaches","1.00000","cases","1","","","false"
"GCC40658","GCC100621","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40658","GCC1706","2.00000","eaches","1.00000","cases","3","","","false"
"GCC40658","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40658","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40658","GCC70077","0.19980","cases","1.00000","cases","6","","","false"
"GCC40658","GCC8219","0.02580","eaches","1.00000","cases","7","","","false"
"GCC40659","GCC0500","0.02080","eaches","1.00000","cases","1","","","false"
"GCC40659","GCC101412","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40659","GCC101413","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40659","GCC102423","10.00000","eaches","1.00000","cases","4","","","false"
"GCC40659","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40659","GCC3737","0.00200","eaches","1.00000","cases","6","","","false"
"GCC40659","GCC77039","0.34900","cases","1.00000","cases","7","","","false"
"GCC40660","GCC0500","0.01670","eaches","1.00000","cases","1","","","false"
"GCC40660","GCC100960","24.00000","eaches","1.00000","cases","2","","","false"
"GCC40660","GCC100964","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40660","GCC100965","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40660","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40660","GCC3737","0.00480","eaches","1.00000","cases","6","","","false"
"GCC40660","GCC76010","0.24000","cases","1.00000","cases","7","","","false"
"GCC40662","GCC0500","0.01670","eaches","1.00000","cases","1","","","false"
"GCC40662","GCC100961","24.00000","eaches","1.00000","cases","2","","","false"
"GCC40662","GCC100964","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40662","GCC100965","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40662","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40662","GCC3737","0.00480","eaches","1.00000","cases","6","","","false"
"GCC40662","GCC76850","0.24000","cases","1.00000","cases","7","","","false"
"GCC40666","GCC0500","0.01670","eaches","1.00000","cases","1","","","false"
"GCC40666","GCC100963","24.00000","eaches","1.00000","cases","2","","","false"
"GCC40666","GCC100964","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40666","GCC100965","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40666","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40666","GCC3737","0.00480","eaches","1.00000","cases","6","","","false"
"GCC40666","GCC70077","0.26640","cases","1.00000","cases","7","","","false"
"GCC40670","GCC0500","0.00810","eaches","1.00000","cases","1","","","false"
"GCC40670","GCC101504","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40670","GCC101728","5.00000","eaches","1.00000","cases","3","","","false"
"GCC40670","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40670","GCC3737","0.00100","eaches","1.00000","cases","5","","","false"
"GCC40670","GCC77083","0.17000","cases","1.00000","cases","6","","","false"
"GCC40671","GCC0500","0.00810","eaches","1.00000","cases","1","","","false"
"GCC40671","GCC101504","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40671","GCC101626","5.00000","eaches","1.00000","cases","3","","","false"
"GCC40671","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40671","GCC3737","0.00100","eaches","1.00000","cases","5","","","false"
"GCC40671","GCC77076","0.17000","cases","1.00000","cases","6","","","false"
"GCC40672","GCC0500","0.00810","eaches","1.00000","cases","1","","","false"
"GCC40672","GCC100853","5.00000","eaches","1.00000","cases","2","","","false"
"GCC40672","GCC101504","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40672","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40672","GCC3737","0.01100","eaches","1.00000","cases","5","","","false"
"GCC40672","GCC70077","0.17600","cases","1.00000","cases","6","","","false"
"GCC40673","GCC0500","0.00810","eaches","1.00000","cases","1","","","false"
"GCC40673","GCC100854","5.00000","eaches","1.00000","cases","2","","","false"
"GCC40673","GCC101504","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40673","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40673","GCC3737","0.01100","eaches","1.00000","cases","5","","","false"
"GCC40673","GCC76091","0.14600","cases","1.00000","cases","6","","","false"
"GCC40674","GCC0500","0.00810","eaches","1.00000","cases","1","","","false"
"GCC40674","GCC101504","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40674","GCC101624","5.00000","eaches","1.00000","cases","3","","","false"
"GCC40674","GCC1706","2.00000","eaches","1.00000","cases","4","","","false"
"GCC40674","GCC3737","0.00100","eaches","1.00000","cases","5","","","false"
"GCC40674","GCC77074","0.17000","cases","1.00000","cases","6","","","false"
"GCC40676","GCC0500","0.00650","eaches","1.00000","cases","1","","","false"
"GCC40676","GCC100892","6.00000","eaches","1.00000","cases","2","","","false"
"GCC40676","GCC1706","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40676","GCC3737","0.00120","eaches","1.00000","cases","4","","","false"
"GCC40676","GCC5138","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40676","GCC76010","0.09600","cases","1.00000","cases","6","","","false"
"GCC40676","GCC76850","0.09600","cases","1.00000","cases","7","","","false"
"GCC40676","GCC8219","0.02580","eaches","1.00000","cases","8","","","false"
"GCC40680","GCC0500","0.20000","eaches","1.00000","cases","1","","","false"
"GCC40680","GCC101083","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40680","GCC101084","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40680","GCC101149","5.00000","eaches","1.00000","cases","4","","","false"
"GCC40680","GCC101150","1.00000","eaches","1.00000","cases","5","","","false"
"GCC40680","GCC101151","5.00000","eaches","1.00000","cases","6","","","false"
"GCC40680","GCC101333","1.00000","eaches","1.00000","cases","7","","","false"
"GCC40680","GCC101334","2.00000","eaches","1.00000","cases","8","","","false"
"GCC40680","GCC1706","2.00000","eaches","1.00000","cases","9","","","false"
"GCC40680","GCC40056","0.55560","cases","1.00000","cases","10","","","false"
"GCC40680","GCC40099","0.83330","cases","1.00000","cases","11","","","false"
"GCC40680","GCC40101","1.11110","cases","1.00000","cases","12","","","false"
"GCC40680","GCC40443","1.25000","cases","1.00000","cases","13","","","false"
"GCC40680","GCC5643","1.00000","eaches","1.00000","cases","14","","","false"
"GCC40680","GCC61857","2.50000","cases","1.00000","cases","15","","","false"
"GCC40680","GCC61862","2.50000","cases","1.00000","cases","16","","","false"
"GCC40680","GCC61866","3.33330","cases","1.00000","cases","17","","","false"
"GCC40680","GCC61867","2.50000","cases","1.00000","cases","18","","","false"
"GCC40680","GCC61868","2.50000","cases","1.00000","cases","19","","","false"
"GCC40680","GCC73020","0.41670","cases","1.00000","cases","20","","","false"
"GCC40684","GCC0500","0.04170","eaches","1.00000","cases","1","","","false"
"GCC40684","GCC100143","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40684","GCC100176","1.00000","eaches","1.00000","cases","3","","","false"
"GCC40684","GCC101698","12.00000","eaches","1.00000","cases","4","","","false"
"GCC40684","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40684","GCC3737","0.00240","eaches","1.00000","cases","6","","","false"
"GCC40684","GCC77074","0.72000","cases","1.00000","cases","7","","","false"
"GCC40686","GCC0500","0.00170","eaches","1.00000","cases","1","","","false"
"GCC40686","GCC102063","1.00000","eaches","1.00000","cases","2","","","false"
"GCC40686","GCC102184","15.00000","eaches","1.00000","cases","3","","","false"
"GCC40686","GCC102282","1.00000","eaches","1.00000","cases","4","","","false"
"GCC40686","GCC1706","2.00000","eaches","1.00000","cases","5","","","false"
"GCC40686","GCC3737","0.00300","eaches","1.00000","cases","6","","","false"
"GCC40686","GCC77074","0.18000","cases","1.00000","cases","7","","","false"
