Project ID,Project code,Item code,Item description,Item category name,Units expected,Units Produced,Units remaining,Due date,Project status,Runnable,BOM After Production
1835582,GCC397037,GCC41110,12/9oz XM MKCAR SUB400,Co-Pack Finished Good,23847,0,23847,2019-Jun-20 12:00 AM,Open,False,"GCC0500: 32304.747600000002
GCC102231: 132836.0
GCC1706: 4970483.0
GCC3737: 24.117199999999997
GCC5139: 75474.0
GCC77091: -9729.576"
1833064,GCC396641,GCC41345,6/5.62oz ID 72% SQ SUB300,,9000,0,9000,2019-Jul-20 12:00 AM,Open,False,
1833063,GCC396646,GCC41346,6/4.87oz ID 86% SQ SUB300,,5500,0,5500,2019-Jul-20 12:00 AM,Open,False,
1832030,GCC396870,GCC40926,280/14/24.6oz ED ASST SUB-710,Co-Pack Finished Good,800,0,800,2019-Jul-20 12:00 AM,Open,False,"GCC101998: 4327.0
GCC102134: 8840.0
GCC102475: -73787.0
GCC102515: 9936.0
GCC2513: 14261.0
GCC3737: 36.54999999999999
GCC2618: -749.0
GCC70077: 40364.799999999996
GCC77073: -3513.0
GCC77074: 165359.0
GCC77076: 10228.0
GCC7754: 31144.0
GCC8516: 9793.0
GCC73073: -3218.22"
1832029,GCC396861,GCC83785,12/Gold Bar Tin FG 16,Retail Packaging,250,0,250,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32759.66
GCC102127: -3.0
GCC1706: 5017677.0
GCC77074: 171111.0
GCC82606: -4.0
GCC83715: -3000.0
GCC84241: 1999.75
GCC84305: 99.0
GCCS-4924: 66.0"
1832028,GCC396857,GCC83413,12/80ct Everyday Asst FG,Retail Packaging,1200,0,1200,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32712.57
GCC101972: 11.92
GCC1706: 5015777.0
GCC70077: 45469.439999999995
GCC70858: -319.68
GCC77073: 1546.2
GCC77074: 170808.6
GCC77076: 15287.2
GCC77082: 85502.2
GCC77083: 196236.2
GCC84836: -13.25
GCC84858: -14289.0
GCC84948: -11389.0
GCCS-4643: 4825.0
GCC73073: 2664.58"
1832027,GCC396855,GCC83011,12/100ct Asst SqrBag Mini FG,Retail Packaging,270,0,270,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32747.598
GCC102322: -1.2400000000000002
GCC1706: 5017637.0
GCC73077: -122.472
GCC73078: -118.908
GCC73098: -118.908
GCC82890: -3.24
GCC84788: -3.24
GCC84954: -3240.0
GCCS-4183: 2846.0"
1832026,GCC396628,GCC41335,6/6.38oz ED DK RSP SQ SUB300,,9000,0,9000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32712.21
GCC101654: -17625.0
GCC102998: -9000.0
GCC1706: 5000177.0
GCC3737: 70.55
GCC77083: 195257.0
GCC8285: 93616.2"
1832025,GCC396625,GCC41334,6/6.38oz ED DK MNT SQ SUB300,,8000,0,8000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32717.81
GCC101649: -24000.0
GCC102998: -8000.0
GCC1706: 5002177.0
GCC3737: 71.75
GCC77082: 84667.0
GCC8285: 93638.4"
1832024,GCC396579,GCC41332,6/6.38oz ED MK CAR SQ SUB300,,13000,0,13000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32689.81
GCC101648: -65350.0
GCC102998: -13000.0
GCC1706: 4992177.0
GCC3737: 65.75
GCC77074: 169311.0
GCC8285: 93527.4"
1832023,GCC396548,GCC41344,6/5.2oz ID 92% SUB300 CS,,9000,0,9000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32712.21
GCC101315: -4042.0
GCC102998: -9000.0
GCC1706: 5000177.0
GCC3737: 70.55
GCC77062: -1161.0
GCC8285: 93616.2"
1832022,GCC396421,GCC40470,200/10/18.1oz XL-C Gold Sams,Co-Pack Finished Good,200,0,200,2019-Jul-20 12:00 AM,Open,False,"GCC100652: 3102.0
GCC101708: 231520.0
GCC2490: 9138.0
GCC2513: 16661.0
GCC2618: -149.0
GCC2843: 162.0
GCC2863: 20325.0
GCC3737: 73.35
GCC4730: 1729.0
GCC6039: 8082.0
GCC70077: 45023.2
GCC70858: -740.0
GCC77074: 170383.0
GCC77076: 14804.0
GCC7754: 33544.0
GCC8516: 10393.0"
1832021,GCC395984,GCC40506,280/10/30oz MXD Cndymkg PCH,Co-Pack Finished Good,1103,0,1103,2019-Jul-22 12:00 AM,Open,False,"GCC1706: 5015971.0
GCC2513: 13049.0
GCC2618: -1052.0
GCC3771: 1783.0
GCC70177: -15442.0
GCC70178: -15442.0
GCC7754: 29932.0
GCC8516: 9490.0"
1832020,GCC395976,GCC40449,6/4.1OZ ID Salt Car Cas NEST,Co-Pack Finished Good,4500,0,4500,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32742.81
GCC100638: 149878.0
GCC1706: 5009177.0
GCC3737: 75.94999999999999
GCC4205: 348579.0
GCC77051: -456.3
GCC8285: 93735.9"
1832019,GCC395928,GCC40258,12/5.3oz XM MED AST WIN GIFT,Co-Pack Finished Good,2595,0,2595,2019-Jul-19 12:00 AM,Open,False,"GCC0500: 32722.647
GCC100460: 2384.0
GCC100461: 8632.0
GCC102154: -30044.0
GCC1706: 5012987.0
GCC3480: 474893.0
GCC5162: 135925.0
GCC5163: 171556.0
GCC77074: 170933.88
GCC77075: 97383.44
GCC77076: 15479.44
GCC77082: 85694.44"
1832018,GCC395535,GCC40783,72ct ID BAR SHIPPER 2018,Co-Pack Finished Good,300,0,300,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32742.600000000002
GCC101323: 102.0
GCC102378: 9845.0
GCC1706: 5017577.0
GCC2561: 14588.0
GCC2817: 8748.0
GCC2895: 8804.71
GCC2942: 4853.0
GCC40434: 16266.0
GCC4207: 1912.0
GCC60721: 12286.0
GCC60725: 18132.0
GCC61175: 43158.0
GCC7956: 2797.0"
1832017,GCC395356,GCC40239,24/0.7 XM MKCAR FB SNWM SUB050,Co-Pack Finished Good,20769,0,20769,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32646.3036
GCC102151: 653544.0
GCC1706: 4976639.0
GCC3737: 31.504399999999997
GCC4443: 54409.0
GCC4943: 47914.0
GCC73092: -1993.824"
1832016,GCC395150,GCC41293,36/XM BAR WING DSPLY CVS,Co-Pack Finished Good,2510,0,2510,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32731.235
GCC100476: -10040.0
GCC1706: 5013157.0
GCC4340: 14178.0
GCC4341: -2510.0
GCC4342: -2510.0
GCC4356: -2510.0
GCC60721: 10794.417
GCC60764: 35279.463
GCC61422: 4056.25
GCC7956: 887.0
GCC8285: 93690.5"
1832015,GCC395149,GCC41270,12/4.1oz XM DUO FB SNWM SUB200,Co-Pack Finished Good,3343,0,3343,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32718.148100000002
GCC100611: 81753.0
GCC100612: 121174.0
GCC102674: -40116.0
GCC1706: 5011491.0
GCC3737: 73.32679999999999
GCC73048: -481.39199999999994
GCC73092: -481.39199999999994
GCC8285: 93637.8181"
1832014,GCC395138,GCC40906,5/4.1oz ID 92% MED SUB SRC,Co-Pack Finished Good,8000,0,8000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32725.010000000002
GCC101329: 194746.0
GCC101508: 78444.0
GCC1706: 5002177.0
GCC2895: 8735.92
GCC3737: 73.35
GCC77062: -676.0"
1832013,GCC395130,GCC40890,5/5.32oz DK CAR SQ SUB SRC,Co-Pack Finished Good,4000,0,4000,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32743.81
GCC101508: 82444.0
GCC101634: 69315.0
GCC1706: 5010177.0
GCC2895: 8810.32
GCC3737: 77.35
GCC77075: 97108.0"
1832012,GCC394882,GCC40888,5/5.32oz DK MNT SQ SUB SRC,Co-Pack Finished Good,12000,0,12000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32706.21
GCC101508: 74444.0
GCC102508: 185904.0
GCC1706: 4994177.0
GCC2895: 8661.519999999999
GCC3737: 69.35
GCC76931: -1200.0"
1832011,GCC394880,GCC41189,3/14.8oz XM AST HOL SUB550 WM,Co-Pack Finished Good,12000,0,12000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32659.41
GCC102136: 92550.0
GCC102696: -12000.0
GCC1706: 4994177.0
GCC3737: 74.14999999999999
GCC70077: 45230.399999999994
GCC73037: 37950.91
GCC77074: 170607.0
GCC77082: 85243.0"
1832010,GCC394768,GCC84924,36/Filled Grting Tin WIP NGM19,Retail Packaging,576,0,576,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32746.1364
GCC1706: 5017025.0
GCC77074: 170975.64
GCC77076: 15396.64
GCC77082: 85611.64
GCC83761: -41.471999999999994
GCC83843: -143.07840000000002
GCC84112: -4.4368
GCCS-4993: 206.0"
1832009,GCC394767,GCC84072,12/40ct Assorted FG,Retail Packaging,768,0,768,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32738.5716
GCC101965: -1.216000000000001
GCC1706: 5016641.0
GCC70077: 45643.392
GCC70858: -119.80799999999999
GCC77073: 1770.84
GCC77074: 171072.408
GCC77076: 15511.84
GCC77082: 85726.84
GCC77083: 196460.84
GCC84805: -9.216000000000001
GCC84857: -5061.0
GCC84948: -6205.0
GCCS-4235: 8154.0"
1832008,GCC394766,GCC84063,12/40ct Milk Choc Caramel FG,Retail Packaging,288,0,288,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32753.5956
GCC101961: -3.456
GCC1706: 5017601.0
GCC77074: 170906.52
GCC84797: -1.4460000000000002
GCC84857: 699.0
GCC84947: -2256.0
GCCS-4235: 8634.0"
1832007,GCC394765,GCC83028,12/80ct Mk &amp; Cml Sqrs Bag FG,Retail Packaging,312,0,312,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32749.5996
GCC101970: 1.2559999999999998
GCC1706: 5017553.0
GCC77074: 170583.96
GCC84789: -3.744
GCC84858: -3633.0
GCC84947: -2544.0
GCCS-4643: 5713.0"
1832006,GCC394712,GCC83854,16/Ppmt Brk Keepsake Tin FG 16,Retail Packaging,214,0,214,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32753.6862
GCC101757: 1.576
GCC1706: 5017749.0
GCC73037: 38261.79200000001
GCC83738: -61.60000000000001
GCC84112: 0.34220000000000006
GCCS-4735: 1389.0"
1832005,GCC394708,GCC83130,12/80ct SNWFLK ASST FG,Retail Packaging,427,0,427,2019-Jul-15 12:00 AM,Open,False,"GCC0500: 32744.8041
GCC102484: 10.876000000000001
GCC1706: 5017323.0
GCC70077: 45658.670399999995
GCC70858: -113.75280000000001
GCC77073: 1750.272
GCC77074: 171049.776
GCC77076: 15491.272
GCC77082: 85706.272
GCC77083: 196440.272
GCC84859: -5.124
GCC84954: -5124.0
GCC84976: -5124.0
GCCS-4643: 5598.0"
1832004,GCC394644,GCC41263,280/14/20.99 XM PBK SUB710 CO,Co-Pack Finished Good,900,0,900,2019-Jul-20 12:00 AM,Open,False,"GCC101998: 4227.0
GCC102134: 8540.0
GCC102315: -252000.0
GCC102535: 14400.0
GCC2513: 13861.0
GCC2618: -849.0
GCC3737: 30.949999999999996
GCC73037: 24018.910000000007
GCC73038: -9349.2
GCC7754: 30744.0
GCC8516: 9693.0"
1832003,GCC394643,GCC41262,280/14/16.07 XM PBK SUB600 BJ,Co-Pack Finished Good,626,0,626,2019-Jul-20 12:00 AM,Open,False,"GCC101998: 4501.0
GCC102134: 9362.0
GCC102374: -175280.0
GCC102535: 19880.0
GCC2513: 14957.0
GCC2618: -575.0
GCC3737: 46.294
GCC73037: 30385.774000000005
GCC73038: -4539.7519999999995
GCC7754: 31840.0
GCC8516: 9967.0"
1832002,GCC394619,GCC40241,12/4.1oz XM MK FB SNWM SUB200,Co-Pack Finished Good,11546,0,11546,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32609.0482
GCC100611: 73550.0
GCC100612: 112971.0
GCC101360: -88909.0
GCC1706: 4995085.0
GCC3737: 53.6396
GCC73023: 167245.752
GCC8285: 93403.8078"
1832001,GCC394584,GCC41150,78/XM FB SNWM SUB400 DSPLY,Co-Pack Finished Good,1198,0,1198,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32463.11
GCC1706: 5015781.0
GCC2269: 46750.0
GCC3273: 29670.0
GCC3274: 10762.0
GCC41104: -2595.7066
GCC41156: -2595.7066
GCC41157: -2595.7066
GCC5222: 4882.0
GCC5347: 6866.0"
1832000,GCC394386,GCC40627,10/7.9oz XM PBK SUB400 WM,Co-Pack Finished Good,10010,0,10010,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32554.402000000002
GCC101412: 29716.0
GCC101413: 42023.0
GCC102355: 682873.0
GCC1706: 4998157.0
GCC3737: 61.33
GCC73037: 34960.19000000001"
1831999,GCC394379,GCC41296,12/5.32oz XM DSSC SUB200 CVS,Co-Pack Finished Good,1360,0,1360,2019-Jul-20 12:00 AM,Booked,True,"GCC0500: 32744.522
GCC100611: 83736.0
GCC100612: 123157.0
GCC101635: 651530.0
GCC1706: 5015457.0
GCC3737: 78.086
GCC77076: 15277.6
GCC8285: 93767.448"
1831998,GCC394378,GCC41295,12/5.32oz XM MK CAR SUB200 CVS,Co-Pack Finished Good,12700,0,12700,2019-Jul-20 12:00 AM,Booked,True,"GCC0500: 32593.7
GCC100611: 72396.0
GCC100612: 111817.0
GCC101633: 535660.0
GCC1706: 4992777.0
GCC3737: 50.87
GCC77074: 168135.0
GCC8285: 93362.61"
1831997,GCC394377,GCC41294,80/XM SUB200 DSPLY WG,Co-Pack Finished Good,4427,0,4427,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32319.91
GCC101853: 4782.0
GCC102718: -4427.0
GCC1706: 5009323.0
GCC40241: -2951.4809
GCC40607: -2951.4809
GCC41103: -5902.5190999999995
GCC5480: 23795.0
GCC5482: 27348.0
GCC5483: 6880.0
GCC6098: 36346.0
GCC6099: 5193.0
GCC61864: 1380.4809000000005
GCC61866: -7374.4809000000005
GCC61867: -5902.5190999999995
GCC62303: -11805.4809"
1831996,GCC394374,GCC41285,35/XM ASST SUB-200 DSPLY WG,Co-Pack Finished Good,5810,0,5810,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32530.21
GCC102672: 280.0
GCC102673: 280.0
GCC102974: -5810.0
GCC1706: 5006557.0
GCC40243: -4841.473
GCC41235: -7262.5
GCC41236: -4841.473"
1831995,GCC394372,GCC41013,46/XM ASST BAR SDK WG,Co-Pack Finished Good,2000,0,2000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32715.010000000002
GCC100173: 431.0
GCC100174: 11904.0
GCC100175: 4988.0
GCC1706: 5014177.0
GCC2565: 3899.0
GCC2817: 7648.0
GCC3474: 4422.0
GCC40434: 15566.0
GCC60721: 11886.0
GCC60725: 17432.0
GCC60764: 36119.48
GCC61175: 42758.0
GCC61422: 6130.0
GCC61423: 11698.0
GCC61526: 28793.6
GCC7956: -603.0"
1831994,GCC394370,GCC41012,72/MXD XMS18 IOTM NOV BR DSPLY,Co-Pack Finished Good,4530,0,4530,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32649.36
GCC100956: 15514.0
GCC100959: 6657.0
GCC101457: 17072.0
GCC101460: 18370.0
GCC101767: 3346.0
GCC102771: -4530.0
GCC102816: -9060.0
GCC1706: 5009117.0
GCC60721: 8356.0
GCC60764: 32422.880000000005
GCC61175: 39228.0
GCC61422: 3482.5
GCC61423: 9050.5
GCC61526: 25097.0"
1831993,GCC393870,GCC62158,24/1.06oz ED MKCAR XSML BAG,Co-Pack Finished Good,2000,0,2000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32751.41
GCC101715: 52500.0
GCC1706: 5014177.0
GCC3737: 76.55
GCC4799: -2000.0
GCC4943: 66683.0
GCC77074: 170991.0"
1831992,GCC393784,GCC62544,12/5.29oz XM AST HOL SUB300,Co-Pack Finished Good,11021,0,11021,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32650.1958
GCC102139: -132252.0
GCC1706: 4996135.0
GCC3737: 54.89959999999999
GCC6028: 106736.0
GCC70056: -978.6648
GCC73037: 37505.04520000001
GCC77106: -1058.016
GCC8285: 93366.3432"
1831991,GCC393783,GCC62543,12/6.29oz XM AST CLA SUB300,Co-Pack Finished Good,31509,0,31509,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32441.2182
GCC102140: -378108.0
GCC1706: 4955159.0
GCC3737: 5.728400000000008
GCC6028: 86248.0
GCC70077: 42927.39
GCC77074: 167401.92
GCC77082: 82794.136
GCC8285: 92530.4328"
1831990,GCC393711,GCC41188,10/8.6oz XM AST CLA SUB400 WM,Co-Pack Finished Good,8515,0,8515,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32585.498
GCC101412: 31211.0
GCC101413: 43518.0
GCC102148: -38049.0
GCC1706: 5001147.0
GCC3737: 64.32
GCC70077: 44818.034999999996
GCC77074: 170161.2
GCC77082: 84797.2"
1831989,GCC393705,GCC41158,12/5.9oz XM MK FB SNWM SUB400,Co-Pack Finished Good,4521,0,4521,2019-Jul-26 12:00 AM,Open,False,"GCC0500: 32675.806800000002
GCC102373: -54252.0
GCC1706: 5009135.0
GCC3737: 70.4996
GCC5139: 94800.0
GCC73023: 168726.432"
1831988,GCC393704,GCC41157,12/5.9 XM MKCAR FB SNWM SUB400,Finished Good,25481,0,25481,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32273.3748
GCC102144: -305772.0
GCC1706: 4967215.0
GCC3737: 20.1956
GCC5139: 73840.0
GCC73092: -10396.248"
1831987,GCC393699,GCC41110,12/9oz XM MKCAR SUB400,Co-Pack Finished Good,17448,0,17448,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32427.6084
GCC102231: 209624.0
GCC1706: 4983281.0
GCC3737: 39.474799999999995
GCC5139: 81873.0
GCC77091: -7118.784"
1831986,GCC393647,GCC40893,5/4.12oz ID 86% MED SQ BAG,Co-Pack Finished Good,26000,0,26000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32640.41
GCC101508: 60444.0
GCC1706: 4966177.0
GCC2895: 8401.119999999999
GCC3737: 55.349999999999994
GCC5519: -129992.0
GCC76123: -2197.0"
1831985,GCC393531,GCC41187,10/7.9oz XM AST HOL SUB400 WM,Co-Pack Finished Good,7338,0,7338,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32609.979600000002
GCC101412: 32388.0
GCC101413: 44695.0
GCC102145: -73380.0
GCC1706: 5003501.0
GCC3737: 66.67399999999999
GCC70056: -814.518
GCC73037: 37669.19200000001
GCC77106: -880.56"
1831984,GCC393523,GCC41104,12/6oz DSSC FB SNWM SUB400,Co-Pack Finished Good,11322,0,11322,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32545.227600000002
GCC102120: 114636.0
GCC1706: 4995533.0
GCC3737: 54.1772
GCC5139: 87999.0
GCC73090: -4619.375999999999"
1831983,GCC393482,GCC40640,4/11.6oz XM PBK mini SUB500,Co-Pack Finished Good,10900,0,10900,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32665.600000000002
GCC102371: 70800.0
GCC102699: -10900.0
GCC1706: 4996377.0
GCC3737: 72.63
GCC73101: 368260.04"
1831982,GCC393478,GCC40609,10/5.7 XM PBK FB SNWM 400 WM,Co-Pack Finished Good,6535,0,6535,2019-Jul-20 12:00 AM,Open,False,"GCC73048: -2221.9
GCC101410: 169800.0
GCC0500: 32626.682
GCC101412: 33191.0
GCC101413: 45498.0
GCC1706: 5005107.0
GCC3737: 68.28"
1831981,GCC393460,GCC40304,18/4.3oz XM PBK mini SUB150,Co-Pack Finished Good,12018,0,12018,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32495.810400000002
GCC101377: 40885.0
GCC1706: 4994141.0
GCC3737: 38.08519999999999
GCC4040: 23148.0
GCC4041: 14109.0
GCC4042: 17581.0
GCC73101: 366399.4764"
1831980,GCC393459,GCC40298,6/12.2oz XM AST mini SUB500,Co-Pack Finished Good,27540,0,27540,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32517.504
GCC100425: 25396.0
GCC102372: 5360.0
GCC1706: 4963097.0
GCC3737: 48.302
GCC73077: -2197.692
GCC73078: -2197.692
GCC73099: -2015.928
GCC73101: 368472.072"
1831979,GCC393457,GCC40251,10/5.9 XM MKCAR FB SNWM 400 WM,Co-Pack Finished Good,9403,0,9403,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32567.0276
GCC101412: 30323.0
GCC101413: 42630.0
GCC102144: -94030.0
GCC1706: 4999371.0
GCC3737: 62.544
GCC73092: -3197.0200000000004"
1831978,GCC393362,GCC62107,12/4.25oz ASST SQ SM Gift Box,Co-Pack Finished Good,1200,0,1200,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32749.41
GCC101623: 41126.0
GCC3478: 52408.0
GCC3480: 522773.0
GCC4622: 95718.0
GCC4627: 5844.0
GCC77074: 171096.6
GCC77082: 85732.6
GCC77083: 196495.4"
1831977,GCC393360,GCC41147,78/XM ASST SQ SUB400 DSPLY,Co-Pack Finished Good,4763,0,4763,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 31571.86
GCC102343: 2587.0
GCC1706: 5008651.0
GCC2269: 32490.0
GCC3273: 18975.0
GCC3274: 7197.0
GCC41110: -10319.9921
GCC5222: 1317.0
GCC5347: 3301.0
GCC62219: -10319.9921
GCC62221: -10319.9921"
1831976,GCC393346,GCC41092,180/6FL ED MED SUB QTRPL,Co-Pack Finished Good,500,0,500,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32637.61
GCC1706: 5017177.0
GCC3807: 163.0
GCC3808: 183.0
GCC3811: 47.0
GCC3814: 15969.0
GCC40968: -1916.6499999999999
GCC4513: -5.0
GCC4514: 1060.0
GCC4515: 3237.0
GCC4516: 293.0
GCC61857: -343.35000000000014
GCC61862: 2471.41
GCC61864: 3533.0
GCC61866: 681.0
GCC61867: -1833.3500000000001
GCC7988: -500.0"
1831975,GCC393355,GCC41098,72ct/3.5OZ MXD ID BAR DSPLY,Co-Pack Finished Good,300,0,300,2019-Jun-20 12:00 AM,Open,False,"GCC0500: 32742.600000000002
GCC102117: 423.0
GCC102378: 9845.0
GCC1706: 5017577.0
GCC2561: 14588.0
GCC2817: 8748.0
GCC2895: 8804.71
GCC2942: 4853.0
GCC40434: 16266.0
GCC41005: -300.0
GCC4207: 1912.0
GCC60721: 12286.0
GCC60725: 18132.0
GCC61175: 43458.0
GCC7956: 2797.0"
1831974,GCC393341,GCC41091,72/4FL ED MED SUB DSPLY,Co-Pack Finished Good,1000,0,1000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32637.61
GCC101162: 3301.0
GCC101169: 7001.0
GCC101170: 9204.0
GCC101171: 30968.0
GCC101184: 4468.0
GCC101267: 3167.0
GCC102067: 2391.0
GCC102068: 4229.0
GCC102069: 3538.0
GCC102362: 3204.0
GCC1706: 5016177.0
GCC61857: -510.0
GCC61862: 1388.0599999999995
GCC61864: 3283.0
GCC61866: 1431.0"
1831973,GCC393319,GCC40928,45/MXD ED XL SUB DSPLY,Co-Pack Finished Good,1623,0,1623,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32356.86
GCC100208: 327.0
GCC100209: 2780.0
GCC100211: 754.0
GCC100212: 32.0
GCC100213: 1560.0
GCC100214: 3427.0
GCC100215: 413.0
GCC100409: 136.0
GCC102077: -1623.0
GCC1706: 5014931.0
GCC40041: -2705.0541000000003
GCC62273: -5409.9459
GCC62274: -4057.5"
1831972,GCC393330,GCC41024,63/MXD CvrCH Pch DSPLY,Co-Pack Finished Good,200,0,200,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32737.61
GCC101162: 4101.0
GCC101169: 9401.0
GCC101170: 10004.0
GCC101171: 32568.0
GCC101184: 5268.0
GCC101185: 8454.0
GCC101526: 14410.0
GCC101838: -164.0
GCC101840: -200.0
GCC101841: -140.0
GCC102500: -167.0
GCC1706: 5017777.0
GCC40754: -400.0
GCC62381: -1000.0
GCC62384: -700.0"
1831971,GCC393314,GCC40861,72/BKG MXD CHIP DSPLY,Co-Pack Finished Good,2315,0,2315,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32569.770500000002
GCC100559: -664.0
GCC100560: -454.0
GCC100561: -1505.0
GCC100562: 26042.0
GCC100563: -978.0
GCC101283: -1157.0
GCC101328: -1711.0
GCC1706: 5013547.0
GCC40638: -4630.0
GCC61274: -4630.0
GCC64015: -4630.0"
1831970,GCC393302,GCC40732,54/MXD Candymaking SHPR,Co-Pack Finished Good,1000,0,1000,2019-Jun-20 12:00 AM,Booked,False,"GCC0500: 32637.61
GCC101162: 3301.0
GCC101163: 928.0
GCC101169: 7001.0
GCC101170: 9204.0
GCC101171: 30968.0
GCC101172: 4698.0
GCC101178: 5023.0
GCC101184: 4468.0
GCC101190: 16462.0
GCC101191: 4797.0
GCC102451: 4548.0
GCC1706: 5016177.0
GCC62458: -4000.0
GCC62459: -5000.0"
1831969,GCC393297,GCC40002,73/ED MXD BR DSPLY,Co-Pack Finished Good,1025,0,1025,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 31737.61
GCC102378: 9120.0
GCC1706: 5016127.0
GCC2030: 4087.0
GCC2560: -345.0
GCC2561: 13438.0
GCC2817: 7598.0
GCC2895: 7859.719999999999
GCC2942: 4128.0
GCC5866: -223.0
GCC5868: -671.0
GCC60721: 11348.5
GCC60725: 17407.0
GCC60764: 35671.630000000005
GCC61175: 42220.5
GCC61526: 28772.8675
GCC7956: 2372.0"
1831968,GCC393225,GCC40936,12/12.7oz XM CAR TRIO SUB425,Co-Pack Finished Good,4500,0,4500,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32672.61
GCC102469: -54000.0
GCC1706: 5009177.0
GCC3500: 2074.0
GCC3737: 70.55
GCC77074: 170319.0
GCC77075: 96644.0
GCC77076: 14740.0
GCC8285: 93632.4"
1831967,GCC393216,GCC40642,24/0.83oz XM PBK SUB050 PDQ,Co-Pack Finished Good,21645,0,21645,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32641.398
GCC101369: 724040.0
GCC101882: 18134.0
GCC101883: 15597.0
GCC1706: 4974887.0
GCC3737: 29.402
GCC73037: 36561.634000000005"
1831966,GCC393214,GCC40636,3/13.15oz XM COL PBK SUB550 WM,Co-Pack Finished Good,7018,0,7018,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32702.2552
GCC102312: 19977.0
GCC102696: -7018.0
GCC1706: 5004141.0
GCC3737: 77.13919999999999
GCC73037: 37782.611800000006
GCC73038: -545.2986000000001"
1831965,GCC393224,GCC40935,12/10.5oz XM AST HOL SUB425,Co-Pack Finished Good,6500,0,6500,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32632.61
GCC102146: 13500.0
GCC1706: 5005177.0
GCC3500: 74.0
GCC3737: 65.75
GCC70056: -1154.4
GCC73037: 37329.310000000005
GCC77106: -1248.0"
1831964,GCC393212,GCC40628,10/7.7oz XM DK PBK SUB400 WM,Co-Pack Finished Good,5010,0,5010,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32658.402000000002
GCC101412: 34716.0
GCC101413: 47023.0
GCC102313: 6150.0
GCC1706: 5008157.0
GCC3737: 71.33
GCC73038: -1763.52"
1831963,GCC393202,GCC40270,12/7.7oz XM MK PBRO SUB400,Co-Pack Finished Good,5830,0,5830,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32650.674
GCC102423: 122040.0
GCC1706: 5006517.0
GCC3737: 67.35799999999999
GCC5139: 93491.0
GCC77039: -2441.604"
