Project ID,Project code,Item code,Item description,Item category name,Units expected,Units Produced,Units remaining,Due date,Project status,Runnable,BOM After Production
1831962,GCC393197,GCC40247,12/4.9 XM MKCAR FB SNWM SUB300,Co-Pack Finished Good,4562,0,4562,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32716.0776
GCC102137: -54744.0
GCC1706: 5009053.0
GCC3737: 70.40119999999999
GCC6028: 113195.0
GCC73092: -1532.832
GCC8285: 93629.8704"
1831961,GCC392332,GCC61864,6/5.32oz MLKCAR SQ SUB Nest,Co-Pack Finished Good,35000,0,35000,2019-Jul-22 12:00 AM,Open,True,"GCC0500: 32608.61
GCC101633: 478060.0
GCC1706: 4948177.0
GCC3737: 39.35
GCC4205: 318079.0
GCC77074: 166983.0
GCC8285: 93193.0"
1831960,GCC392028,GCC41054,360/BKG CHIP DSPLY QTRPL,Co-Pack Finished Good,1000,0,1000,2019-Jul-20 12:00 AM,Open,False,"GCC102327: 5418.0
GCC102328: 1310.0
GCC102330: 872.0
GCC102451: 4548.0
GCC1706: 5016177.0
GCC3942: 2161.0
GCC3943: 9743.0
GCC73103: -4000.0
GCC73104: -3000.0
GCC73105: -5000.0
GCC7988: -1000.0
GCC8011: 9125.0
GCC8014: -1000.0
GCC8016: 1752.0
GCC8026: 4000.0"
1831959,GCC392023,GCC41053,402/MXD BKG DSPLY QTRPL,Co-Pack Finished Good,438,0,438,2019-Jun-20 12:00 AM,Open,False,"GCC100107: 3120.0
GCC102327: 7666.0
GCC102328: 1872.0
GCC102330: 1434.0
GCC102451: 5110.0
GCC1706: 5017301.0
GCC2748: 2994.0
GCC3942: 2723.0
GCC3943: 10305.0
GCC61826: -876.0
GCC61827: -1314.0
GCC61829: -438.0
GCC73103: -1314.0
GCC73104: -1752.0
GCC73105: -1752.0
GCC7988: -438.0
GCC8011: 11373.0
GCC8013: -438.0
GCC8026: 4562.0"
1831958,GCC391953,GCC62493,6/4.12oz ID 86% Mid Rev SUB,Co-Pack Finished Good,8000,0,8000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32727.41
GCC1706: 5002177.0
GCC3737: 71.75
GCC4205: 345079.0
GCC5519: -47992.0
GCC76123: -811.2"
1831957,GCC391945,GCC62303,6/4.85oz CLSC ASST SQ SUB,Co-Pack Finished Good,20000,0,20000,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32674.61
GCC102540: 4025.0
GCC1706: 4978177.0
GCC3737: 57.349999999999994
GCC4205: 333079.0
GCC70077: 45103.2
GCC77074: 170223.0
GCC77082: 85099.0"
1831956,GCC391941,GCC61868,6/5.32oz DK RASP SQ SUB Nest,Co-Pack Finished Good,27000,0,27000,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32643.81
GCC102507: 512702.0
GCC1706: 4964177.0
GCC3737: 48.949999999999996
GCC77083: 193313.0
GCC4205: 326079.0
GCC8285: 93335.4"
1831955,GCC391937,GCC61867,6/5.32oz MNT SQ SUB Nest,Co-Pack Finished Good,31150,0,31150,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32625.55
GCC102508: 59004.0
GCC1706: 4955877.0
GCC3737: 43.97
GCC4205: 321929.0
GCC76931: -3738.0
GCC8285: 93261.53"
1831954,GCC391932,GCC61865,6/5.32oz DRKCAR SQ SUB Nest,Co-Pack Finished Good,6000,0,6000,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32736.21
GCC101634: 53315.0
GCC1706: 5006177.0
GCC3737: 74.14999999999999
GCC4205: 347079.0
GCC77075: 96788.0
GCC8285: 93709.2"
1831953,GCC391928,GCC61857,6/4.12oz ID SS Soiree SUB Nest,Co-Pack Finished Good,25000,0,25000,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32652.61
GCC1706: 4968177.0
GCC3737: 51.349999999999994
GCC4205: 328079.0
GCC5522: -26012.0
GCC76853: -2535.0
GCC8285: 93371.0"
1831952,GCC391910,GCC40925,12/12.7oz Mk Car LG ED CS DSC,Co-Pack Finished Good,4500,0,4500,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32672.61
GCC101567: 27670.0
GCC101596: 44727.0
GCC1706: 5009177.0
GCC3737: 70.55
GCC77074: 168591.0"
1831951,GCC391895,GCC40889,5/5.32oz DK RASP SUB SRC,Co-Pack Finished Good,20000,0,20000,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32668.61
GCC101508: 66444.0
GCC102507: 574702.0
GCC1706: 4978177.0
GCC2895: 8512.72
GCC3737: 61.349999999999994
GCC77083: 194553.0"
1831950,GCC391908,GCC40894,5/4.12oz ID SS Soir SUB SRC,Co-Pack Finished Good,14000,0,14000,2019-Jul-20 12:00 AM,Open,False,"GCC76853: -1183.0
GCC0500: 32696.81
GCC101508: 72444.0
GCC1706: 4990177.0
GCC2895: 8624.32
GCC3737: 67.35
GCC5522: 53988.0"
1831949,GCC391886,GCC40813,6/4.1oz ID 92% MED SUB,Co-Pack Finished Good,6500,0,6500,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32734.010000000002
GCC101329: 195746.0
GCC1706: 5005177.0
GCC3737: 73.55
GCC4205: 346579.0
GCC77062: -659.1
GCC8285: 93700.3"
1831948,GCC391877,GCC62273,6/15.77oz XL CLSC ASST SUB FD,Co-Pack Finished Good,15800,0,15800,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32433.97
GCC101699: 237492.0
GCC1706: 5002377.0
GCC3737: 62.39
GCC5247: 36831.0
GCC70077: 44360.159999999996
GCC77074: 169666.2
GCC77082: 84302.2
GCC77083: 195036.2"
1831947,GCC391874,GCC61980,1/26.6oz DK SS Car SQ 50ct CDY,Co-Pack Finished Good,5000,0,5000,2019-Jul-20 12:00 AM,Open,True,"GCC0456: 127.5
GCC101602: 21934.0
GCC1706: 5008177.0
GCC4430: 27971.0
GCC77076: 15094.0
GCC8516: 10581.5"
1831946,GCC391870,GCC61979,1/26.6oz Mk Car SQ 50ct CDY,Co-Pack Finished Good,19000,0,19000,2019-Jul-20 12:00 AM,Open,True,"GCC0456: 126.1
GCC101601: 8968.0
GCC1706: 4980177.0
GCC4430: 13971.0
GCC77074: 169245.0
GCC8516: 10549.3"
1831945,GCC391839,GCC40898,3/15.9oz CAR DUO XL SUB SRC,Co-Pack Finished Good,2500,0,2500,2019-Jul-20 12:00 AM,Open,True,"GCC0500: 32741.86
GCC101506: 17971.0
GCC101887: 169322.0
GCC1706: 5013177.0
GCC3737: 79.85
GCC77074: 170958.0
GCC77076: 15379.0"
1831944,GCC391029,GCC83011,12/100ct Asst SqrBag Mini FG,Retail Packaging,270,0,270,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32747.598
GCC102322: -1.2400000000000002
GCC1706: 5017637.0
GCC73077: -122.472
GCC73078: -118.908
GCC73098: -118.908
GCC82890: -3.24
GCC84788: -3.24
GCC84954: -3240.0
GCCS-4183: 2846.0"
1831943,GCC390757,GCC40948,12/10.5OZ ED ID SS SOIR CS DSC,Co-Pack Finished Good,2500,0,2500,2019-Jul-22 12:00 AM,Open,False,"GCC0500: 32712.61
GCC101534: 205425.0
GCC101567: 29670.0
GCC1706: 5013177.0
GCC3737: 75.35
GCC76853: -1293.0"
1831942,GCC390747,GCC41069,280/14/21.3oz CAR TRIO XL SUB,Co-Pack Finished Good,32,0,32,2019-Jul-22 12:00 AM,Open,False,"GCC101904: -3010.0
GCC101941: 828.0
GCC101998: 5095.0
GCC102134: 11144.0
GCC2513: 17333.0
GCC2618: 19.0
GCC2895: 8756.72
GCC3737: 76.86999999999999
GCC77074: 170932.12
GCC77076: 15371.04
GCC77081: -232.96
GCC8516: 10561.0"
1831941,GCC390612,GCC84072,12/40ct Assorted FG,Retail Packaging,256,0,256,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32754.5972
GCC101965: 4.928
GCC1706: 5017665.0
GCC70077: 45723.263999999996
GCC70858: -39.936
GCC77073: 1832.28
GCC77074: 171146.136
GCC77076: 15573.28
GCC77082: 85788.28
GCC77083: 196522.28
GCC84805: -3.072
GCC84857: 1083.0
GCC84948: -61.0
GCCS-4235: 8666.0"
1831940,GCC390331,GCC62274,6/14.86oz XL ASST DK SUB FDM,Co-Pack Finished Good,16450,0,16450,2019-Jul-26 12:00 AM,Open,False,"GCC0500: 32420.45
GCC101886: -57826.0
GCC1706: 4985277.0
GCC3737: 61.61
GCC5247: 36181.0
GCC70077: 44114.909999999996
GCC76091: -1362.06
GCC76853: -1362.06
GCC77076: 13827.4"
1831939,GCC390322,GCC62246,6/8.22oz LG SS Coll SUB,Co-Pack Finished Good,6500,0,6500,2019-Jul-19 12:00 AM,Open,False,"GCC0500: 32720.36
GCC101627: 215850.0
GCC1706: 5005177.0
GCC3737: 73.55
GCC5138: 2436.0
GCC76853: -358.8
GCC76970: -235.3
GCC77076: 15058.0
GCC8219: 4494.3"
1831916,GCC396868,GCC84224,36/American Rect Tin FG,Retail Packaging,96,0,96,2019-Jun-20 12:00 AM,Open,False,"GCC0500: 32754.6132
GCC102100: -3.4559999999999995
GCC1706: 5017985.0
GCC70077: 45731.059199999996
GCC70858: -38.3616
GCC77074: 171148.44
GCC77076: 15576.352
GCC77082: 85791.352
GCC83761: -6.911999999999999
GCC84210: -3456.0"
1831915,GCC396862,GCC83789,12/Signature Flat BlueBx FG 16,Retail Packaging,120,0,120,2019-Jun-20 12:00 AM,Open,False,
1831914,GCC396856,GCC83361,25/SM Acetate Brown FG 15,Retail Packaging,108,0,108,2019-Jun-20 12:00 AM,Open,False,"GCC0500: 32759.6184
GCC102106: -1.7000000000000002
GCC1706: 5017961.0
GCC70077: 45753.21
GCC77074: 171161.4
GCC77076: 15593.2
GCC77082: 85808.2
GCC77083: 196542.2
GCC84241: 1999.676
GCC84863: -2700.0
GCCS-4530: 3257.0"
1831913,GCC396860,GCC83776,36/SF GG Bridge Ppr Bx FG 16,Retail Packaging,135,0,135,2019-Jun-20 12:00 AM,Open,False,"GCC0500: 32762.4075
GCC102103: 0.14000000000000057
GCC1706: 5017907.0
GCC70077: 45718.002
GCC70858: -35.964000000000006
GCC77074: 171134.4
GCC77082: 85780.12
GCC83762: -9.719999999999999
GCC84778: -4860.0"
1831912,GCC396853,GCC82329,36/ID Gold Box FG,Retail Packaging,90,0,90,2019-Jun-20 12:00 AM,Open,False,
1831853,1831853,GCC40002RW,73/ED MXD BR DSPLY - Relabeling Rework,Co-Pack Finished Good,270,270,0,,Booked,False,GCC40002: -124.0
1831665,GCC396960,GCC70970RW,540 MK SS ALM SQ BULK,Semi Finished Good,200,206,-6,2019-Jun-30 11:33 AM,Booked,False,"GCC0500: 32757.61
GCC1706: 5017777.0
GCC101140: 345.0
GCC76970: -42.639999999999986"
1831654,GCC396959,GCC70091RW,540 72% DK YRD SQ BULK,Semi Finished Good,400,396,4,2019-Jun-30 11:23 AM,Closed,False,"GCC0500: 32752.61
GCC1706: 5017377.0
GCC101140: 145.0
GCC76091: -332.28"
1822380,GCC393213,GCC40632,10/8.51 XM CAR TRIO SUB400 WM,Co-Pack Finished Good,12448,0,12448,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32503.691600000002
GCC101412: 27278.0
GCC101413: 39585.0
GCC102149: -124480.0
GCC1706: 4993281.0
GCC3737: 56.45399999999999
GCC77074: 169689.24
GCC77075: 96263.2
GCC77076: 14359.2"
1822379,GCC394646,GCC62350,72/3.5oz XM PBK BAR DSPLY NAT,Co-Pack Finished Good,2793,0,2793,2019-Jul-20 12:00 AM,Open,False,"GCC0500: 32576.3169
GCC101232: -137.0
GCC101233: -45.0
GCC101234: 1113.0
GCC1706: 5012591.0
GCC2561: 7109.0
GCC2817: 1269.0
GCC2895: 8139.826899999999
GCC2942: 2360.0
GCC61422: -1499.0
GCC61423: 8258.5
GCC7956: -2189.0"
1822187,GCC393195,GCC40243,12/4.2 XM MKCAR FB SNWM SUB200,Co-Pack Finished Good,39984,0,39984,2019-Jun-28 12:00 AM,Booked,False,"GCC0500: 32230.8228
GCC100611: 45112.0
GCC100612: 84533.0
GCC102141: -47808.0
GCC1706: 4938209.0
GCC3737: -14.611599999999996
GCC73092: -11515.392
GCC8285: 92388.5712"
1817987,GCC395680,GCC41316,72/MXD ED BARS DSPLY WAGS,,5061,0,5061,2019-Jun-27 09:00 PM,Open,False,"GCC0500: 32636.085
GCC100956: 14452.0
GCC100959: 6126.0
GCC101457: 16010.0
GCC101460: 17308.0
GCC102828: -5061.0
GCC102829: 294.0
GCC102830: -522.0
GCC1706: 5008055.0
GCC40434: 11505.0
GCC60721: 7825.0
GCC60725: 13371.0
GCC60764: 31891.880000000005
GCC61175: 38697.0
GCC61526: 24566.0"
1813192,GCC386899,GCC62303,6/4.85oz CLSC ASST SQ SUB,Co-Pack Finished Good,20000,0,20000,2019-Jun-20 12:00 AM,Booked,True,"GCC0500: 32674.61
GCC102540: 4025.0
GCC1706: 4978177.0
GCC3737: 57.349999999999994
GCC4205: 333079.0
GCC70077: 45103.2
GCC77074: 170223.0
GCC77082: 85099.0"
1813191,GCC388037,GCC40900,12/6.3oz MK SSCAR TWN SUB,Co-Pack Finished Good,7800,0,7800,2019-Jun-27 09:00 PM,Booked,False,"GCC0500: 32683.05
GCC1706: 5002577.0
GCC3138: 23233.0
GCC3737: 62.629999999999995
GCC77067: -2246.3999999999996
GCC8285: 93497.76
GCC99303: -61176.0"
1813190,GCC389878,GCC83413,12/80ct Everyday Asst FG,Retail Packaging,480,480,0,2019-Jun-10 09:00 PM,Closed,False,"GCC0500: 32742.594
GCC101972: 20.560000000000002
GCC1706: 5017217.0
GCC70077: 45645.695999999996
GCC70858: -127.87200000000001
GCC77073: 1736.28
GCC77074: 171033.24
GCC77076: 15477.28
GCC77082: 85692.28
GCC77083: 196426.28
GCC84836: -4.609999999999999
GCC84858: -5649.0
GCC84948: -2749.0
GCCS-4643: 5545.0
GCC73073: 2885.62"
1813189,GCC389888,GCC84072,12/40ct Assorted FG,Retail Packaging,256,0,256,2019-Jun-10 09:00 PM,Open,False,"GCC0500: 32754.5972
GCC101965: 4.928
GCC1706: 5017665.0
GCC70077: 45723.263999999996
GCC70858: -39.936
GCC77073: 1832.28
GCC77074: 171146.136
GCC77076: 15573.28
GCC77082: 85788.28
GCC77083: 196522.28
GCC84805: -3.072
GCC84857: 1083.0
GCC84948: -61.0
GCCS-4235: 8666.0"
1813188,GCC390553,GCC83028,12/80ct Mk &amp; Cml Sqrs Bag FG,Retail Packaging,168,0,168,2019-Jul-19 09:00 PM,Open,False,"GCC0500: 32755.6044
GCC101970: 2.984
GCC1706: 5017841.0
GCC77074: 170860.44
GCC84789: -2.016
GCC84858: -1905.0
GCC84947: -816.0
GCCS-4643: 5857.0"
1813186,GCC390764,GCC40950,12/11.5OZ ASST LG ED CS DSC,Co-Pack Finished Good,11000,8123,2877,2019-Jun-19 09:00 PM,Closed,False,"GCC0500: 32542.61
GCC101567: 21170.0
GCC101597: -129026.0
GCC1706: 4996177.0
GCC3737: 54.949999999999996
GCC70077: 43809.6
GCC77074: 169071.0
GCC77082: 83707.0"
1813185,GCC390746,GCC41069,280/14/21.3oz CAR TRIO XL SUB,Co-Pack Finished Good,28,0,28,2019-Jun-20 09:00 PM,Open,False,"GCC101904: -1890.0
GCC101941: 908.0
GCC101998: 5099.0
GCC102134: 11156.0
GCC2513: 17349.0
GCC2618: 23.0
GCC2895: 8772.72
GCC3737: 77.42999999999999
GCC77074: 170963.48
GCC77076: 15400.16
GCC77081: -203.84
GCC8516: 10565.0"
1813184,GCC390973,GCC40167,6/4.6oz DK SS CAR mini SUB,Co-Pack Finished Good,4260,0,4260,2019-Jun-29 09:00 PM,Booked,False,"GCC0500: 32746.848
GCC100424: 55069.0
GCC101751: 32965.0
GCC1706: 5009657.0
GCC3737: 76.238
GCC73078: -483.084
GCC8285: 93752.952"
1813183,GCC391616,GCC62107,12/4.25oz ASST SQ SM Gift Box,Co-Pack Finished Good,1200,261,939,2019-Jun-19 09:00 PM,Booked,True,"GCC0500: 32749.41
GCC101623: 41126.0
GCC3478: 52408.0
GCC3480: 522773.0
GCC4622: 95718.0
GCC4627: 5844.0
GCC77074: 171096.6
GCC77082: 85732.6
GCC77083: 196495.4"
1813182,GCC391617,GCC62107,12/4.25oz ASST SQ SM Gift Box,Co-Pack Finished Good,1200,0,1200,2019-Jun-10 09:00 PM,Booked,True,"GCC0500: 32749.41
GCC101623: 41126.0
GCC3478: 52408.0
GCC3480: 522773.0
GCC4622: 95718.0
GCC4627: 5844.0
GCC77074: 171096.6
GCC77082: 85732.6
GCC77083: 196495.4"
1813181,GCC391817,GCC40164,6/4.6oz ED MK CAR mini SU,Co-Pack Finished Good,4000,0,4000,2019-Jun-19 09:00 PM,Booked,False,"GCC0500: 32747.81
GCC100307: -15083.0
GCC100424: 55329.0
GCC1706: 5010177.0
GCC3737: 76.55
GCC75962: -388.79999999999995
GCC8285: 93756.8"
1813180,GCC391907,GCC40894,5/4.12oz ID SS Soir SUB SRC,Co-Pack Finished Good,4000,0,4000,2019-Jun-20 12:00 AM,Open,False,"GCC76853: -338.0
GCC0500: 32743.81
GCC101508: 82444.0
GCC1706: 5010177.0
GCC2895: 8810.32
GCC3737: 77.35
GCC5522: 103988.0"
1813179,GCC391939,GCC61868,6/5.32oz DK RASP SQ SUB Nest,Co-Pack Finished Good,15000,15000,0,2019-Jun-10 09:00 PM,Closed,True,"GCC0500: 32696.61
GCC102507: 584702.0
GCC1706: 4988177.0
GCC3737: 63.349999999999994
GCC77083: 194753.0
GCC4205: 338079.0
GCC8285: 93549.0"
1813178,GCC391927,GCC61857,6/4.12oz ID SS Soiree SUB Nest,Co-Pack Finished Good,17000,0,17000,2019-Jun-19 09:00 PM,Booked,False,"GCC0500: 32687.81
GCC1706: 4984177.0
GCC3737: 60.949999999999996
GCC4205: 336079.0
GCC5522: 21988.0
GCC76853: -1723.8000000000002
GCC8285: 93513.4"
1813177,GCC391940,GCC61868,6/5.32oz DK RASP SQ SUB Nest,Co-Pack Finished Good,17000,17000,0,2019-Jun-10 09:00 PM,Closed,True,"GCC0500: 32687.81
GCC102507: 572702.0
GCC1706: 4984177.0
GCC3737: 60.949999999999996
GCC77083: 194513.0
GCC4205: 336079.0
GCC8285: 93513.4"
1813176,GCC392022,GCC41053,402/MXD BKG DSPLY QTRPL,Co-Pack Finished Good,438,0,438,2019-Jun-19 09:00 PM,Open,False,"GCC100107: 3120.0
GCC102327: 7666.0
GCC102328: 1872.0
GCC102330: 1434.0
GCC102451: 5110.0
GCC1706: 5017301.0
GCC2748: 2994.0
GCC3942: 2723.0
GCC3943: 10305.0
GCC61826: -876.0
GCC61827: -1314.0
GCC61829: -438.0
GCC73103: -1314.0
GCC73104: -1752.0
GCC73105: -1752.0
GCC7988: -438.0
GCC8011: 11373.0
GCC8013: -438.0
GCC8026: 4562.0"
1813175,GCC392027,GCC41054,360/BKG CHIP DSPLY QTRPL,Co-Pack Finished Good,1000,0,1000,2019-Jun-19 09:00 PM,Open,False,"GCC102327: 5418.0
GCC102328: 1310.0
GCC102330: 872.0
GCC102451: 4548.0
GCC1706: 5016177.0
GCC3942: 2161.0
GCC3943: 9743.0
GCC73103: -4000.0
GCC73104: -3000.0
GCC73105: -5000.0
GCC7988: -1000.0
GCC8011: 9125.0
GCC8014: -1000.0
GCC8016: 1752.0
GCC8026: 4000.0"
1813174,GCC393204,GCC40304,18/4.3oz XM PBK mini SUB150,Co-Pack Finished Good,8000,4930,3070,2019-Jun-11 09:00 PM,Booked,True,"GCC0500: 32585.010000000002
GCC101377: 113209.0
GCC1706: 5002177.0
GCC3737: 52.55
GCC4040: 27166.0
GCC4041: 18127.0
GCC4042: 21599.0
GCC73101: 367766.4"
1813172,GCC393194,GCC40241,12/4.1oz XM MK FB SNWM SUB200,Co-Pack Finished Good,7000,2590,4410,2019-Jun-19 09:00 PM,Booked,False,"GCC0500: 32669.510000000002
GCC100611: 78096.0
GCC100612: 117517.0
GCC101360: -34357.0
GCC1706: 5004177.0
GCC3737: 64.55
GCC73023: 168555.0
GCC8285: 93566.1"
1813171,GCC393198,GCC40251,10/5.9 XM MKCAR FB SNWM 400 WM,Co-Pack Finished Good,5397,0,5397,2019-Jun-19 09:00 PM,Open,False,"GCC0500: 32650.3524
GCC101412: 34329.0
GCC101413: 46636.0
GCC102144: -53970.0
GCC1706: 5007383.0
GCC3737: 70.556
GCC73092: -1834.98"
1813170,GCC392331,GCC61864,6/5.32oz MLKCAR SQ SUB Nest,Co-Pack Finished Good,17339,17339,0,2019-Jun-16 09:00 PM,Closed,True,"GCC0500: 32686.3184
GCC101633: 584026.0
GCC1706: 4983499.0
GCC3737: 60.5432
GCC4205: 335740.0
GCC77074: 169102.32
GCC8285: 93507.3658"
1813169,GCC393102,GCC40946,12/12.7OZ DK MINT LG ED DSC,Co-Pack Finished Good,5800,0,5800,2019-Jun-14 09:00 PM,Booked,True,"GCC0500: 32646.61
GCC101567: 26370.0
GCC101598: 98900.0
GCC1706: 5006577.0
GCC3737: 67.42999999999999
GCC77082: 82478.2"
1813168,GCC393049,GCC40239,24/0.7 XM MKCAR FB SNWM SUB050,Co-Pack Finished Good,25000,0,25000,2019-Jun-19 09:00 PM,Open,False,"GCC0500: 32622.61
GCC102151: 552000.0
GCC1706: 4968177.0
GCC3737: 21.35
GCC4443: 50178.0
GCC4943: 43683.0
GCC73092: -2400.0"
1813167,GCC392659,GCC62526,12/6.3 FALL PKN SP SUB300,Co-Pack Finished Good,2261,0,2261,2019-Jun-19 09:00 PM,Open,False,"GCC0500: 32739.5478
GCC101737: -27132.0
GCC1706: 5013655.0
GCC3737: 75.9236
GCC6025: -147.0
GCC77106: -651.168"
1813166,GCC392444,GCC40506,280/10/30oz MXD Cndymkg PCH,Co-Pack Finished Good,472,0,472,2019-Jun-27 09:00 PM,Open,False,"GCC1706: 5017233.0
GCC2513: 15573.0
GCC2618: -421.0
GCC3771: 4307.0
GCC70177: -6608.0
GCC70178: -6608.0
GCC7754: 32456.0
GCC8516: 10121.0"
1813165,GCC393205,GCC40306,18/4.5 XM WNT MNT mini SUB150,Co-Pack Finished Good,6537,0,6537,2019-Jul-20 09:00 PM,Open,False,"GCC0500: 32617.4886
GCC102142: 9034.0
GCC1706: 5005103.0
GCC3737: 57.81679999999999
GCC4040: 28629.0
GCC4041: 19590.0
GCC4042: 23062.0
GCC73099: -2223.8874"
1813164,GCC393210,GCC40609,10/5.7 XM PBK FB SNWM 400 WM,Co-Pack Finished Good,7000,0,7000,2019-Jun-19 09:00 PM,Open,False,"GCC73048: -2380.0
GCC101410: 165150.0
GCC0500: 32617.010000000002
GCC101412: 32726.0
GCC101413: 45033.0
GCC1706: 5004177.0
GCC3737: 67.35"
1813163,GCC393229,GCC41103,12/4.2 XM DSSC FB SNWM SUB200,Co-Pack Finished Good,15561,0,15561,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32555.6487
GCC100611: 69535.0
GCC100612: 108956.0
GCC102118: -186732.0
GCC1706: 4987055.0
GCC3737: 44.0036
GCC73090: -4481.567999999999
GCC8285: 92986.5987"
1813162,GCC393215,GCC40640,4/11.6oz XM PBK mini SUB500,Co-Pack Finished Good,10500,0,10500,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32669.16
GCC102371: 72400.0
GCC102699: -10500.0
GCC1706: 4997177.0
GCC3737: 72.94999999999999
GCC73101: 368341.8"
1813161,GCC393230,GCC41104,12/6oz DSSC FB SNWM SUB400,Co-Pack Finished Good,10545,0,10545,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32560.146
GCC102120: 123960.0
GCC1706: 4997087.0
GCC3737: 56.042
GCC5139: 88776.0
GCC73090: -4302.36"
1813159,GCC393233,GCC41147,78/XM ASST SQ SUB400 DSPLY,Co-Pack Finished Good,3500,0,3500,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 31887.61
GCC102343: 3850.0
GCC1706: 5011177.0
GCC2269: 37542.0
GCC3273: 22764.0
GCC3274: 8460.0
GCC41110: -7583.45
GCC5222: 2580.0
GCC5347: 4564.0
GCC62219: -7583.45
GCC62221: -7583.45"
1813157,GCC393241,GCC41187,10/7.9oz XM AST HOL SUB400 WM,Co-Pack Finished Good,9000,0,9000,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32575.41
GCC101412: 30726.0
GCC101413: 43033.0
GCC102145: -90000.0
GCC1706: 5000177.0
GCC3737: 63.349999999999994
GCC70056: -999.0
GCC73037: 37484.71000000001
GCC77106: -1080.0"
1813156,GCC393243,GCC41189,3/14.8oz XM AST HOL SUB550 WM,Co-Pack Finished Good,17580,0,17580,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32611.422000000002
GCC102136: 75810.0
GCC102696: -17580.0
GCC1706: 4983017.0
GCC3737: 70.80199999999999
GCC70077: 44982.647999999994
GCC73037: 37703.158
GCC77074: 170339.16
GCC77082: 84975.16"
1813155,GCC393246,GCC41194,178/ XM ASST SQ SUB400 QPL,Co-Pack Finished Good,1350,0,1350,2019-Jun-18 09:00 PM,Open,False,"GCC102344: 1800.0
GCC1706: 5015477.0
GCC1860: 9930.0
GCC2250: 2393.0
GCC2255: 12973.0
GCC2256: 332.0
GCC2257: 4156.0
GCC2263: 3266.0
GCC2287: -1348.0
GCC3390: 579.0
GCC3391: 1307.0
GCC3392: 4929.0
GCC3393: 1586.0
GCC3394: 2092.0
GCC41110: -3600.045
GCC41184: -2250.045
GCC41185: 10.455000000000155
GCC62219: -9000.045
GCC62221: -3937.545
GCC7988: -1350.0"
1813154,GCC393248,GCC41227,280/14/21.3oz FALL ASST SUB600,Co-Pack Finished Good,185,0,185,2019-Jun-18 09:00 PM,Open,False,"GCC101998: 4942.0
GCC102134: 10685.0
GCC102461: -51800.0
GCC102536: 395.0
GCC2513: 16721.0
GCC2618: -134.0
GCC3737: 70.99
GCC77073: 516.2
GCC77074: 169732.6
GCC77106: -1346.8
GCC7754: 33604.0
GCC8516: 10408.0"
1813153,GCC393247,GCC41226,12/6.9oz FALL ASST CAR SUB300,Co-Pack Finished Good,3850,0,3850,2019-Jun-18 09:00 PM,Open,False,"GCC0500: 32723.34
GCC102460: -46200.0
GCC1706: 5010477.0
GCC3138: 27183.0
GCC3737: 72.11
GCC77073: 1493.4
GCC77074: 170721.0
GCC77106: -369.6
GCC8285: 93658.92"
